35,2007 charger srt8 tailight question (self.Dodge),erikboese,1,comment
36,Buying a Coronet (self.Dodge),RacerM53,6,5
37,2011 Charger R/T exhaust upgrade. (self.Dodge),kellyheros123,11,9
38,I hit a curb D: (self.Dodge),Heckin_good_time,6,8
39,Chrysler HQ rep suggests turning up the radio to fix squeak in Durango (self.Dodge),NickFundytus,28,20
40,Dodge Caravan Forum (self.Dodge),lifes__journey,4,1
41,Can you take an RB5 unit from any car and plug it into a Journey? (self.Dodge),ultrasuperman1001,1,4
42,Why does the dart jerk while the avenger is smooth (self.Dodge),europehasnobackbone,2,3
43,4.3 Uconnect Charger Pursuit (self.Dodge),sharfism1,6,9
44,"Keep an eye on those lifters, 6.1 hemi (self.Dodge)",JobieWanKenobi,5,11
45,Heavily considering picking up a Charger SRT 392 (self.Dodge),No1boyscout,3,8
46,2012 Charger UConnect Rebooting (self.Dodge),frostbite2600,2,3
47,I love the idea of a truck but... (self.Dodge),BKA_Diver,7,29
48,Can you fit a pallet in a 2017 Grand Caravan? (self.Dodge),Benji692,6,5
49,2018 challenger sxt issues (self.Dodge),RickV93,3,8
50,"Is Ram trucks the douchey brother, of the brotherhood? (self.Dodge)",Ezra2017,0,38
51,2019 Durango Reactor Blue (self.Dodge),r-Sam,4,10
52,"Just purchased a 2017 Dodge Caravan GT, but it only has one Fob, Need help to find a reliable fob to have cut. (self.Dodge)",KittehWidget,8,13
53,Please splain. Eagle vs pre-eagle (self.Dodge),armalitedan1,5,16
54,Anyone selling challenger or charger? (self.Dodge),brandonyankees1,0,3
55,1989 D150 Buying Advice (self.Dodge),CMDRHailedcaribou91,6,6
56,Considering a 2015 Dodge Dart SXT (self.Dodge),GrandMasterBaiters,2,9
57,Playing music in a 2013 Charger se. (self.Dodge),spencefence1996,1,1
58,2013 R/T Plus - Looking for new steering wheel (self.Dodge),dabomatsoccere,1,comment
59,what does t/a stand for in dodge challenger t/a? (self.Dodge),Bgreer1313,7,7
60,Depo headlights for SRT-4 (self.Dodge),cireal,4,1
61,Can anyone speak from experience on how the slant six motor is? (self.Dodge),TheFuschiaIsNow,2,5
62,6 piston Brembos driving me crazy (self.Dodge),0verstim,3,10
63,2019 or wait for Charger Redesign maybe in 2020? (self.Dodge),MisterQuiggles,3,3
64,Looking to switch out headlights for Charger RT Scat Pack (self.Dodge),Throwaway4me19931993,2,2
65,2015 Charger RT- Dashboard went haywire (self.Dodge),mclovin822,2,2
66,Check engine light on! (self.Dodge),Madaboutwipes,0,5
67,2018 Dodge Charger Audio Issues (self.Dodge),Darrennv,2,1
68,JBA or Gibson headers for 4.7l? (self.Dodge),sammyd789,1,comment
69,charger interior panel warp (self.Dodge),DiddlyDoRight,1,3
70,Looking into a 2012 Charger pursuit (self.Dodge),SpiteAspect,2,11
71,Anyone have a Ram Van 1500 with hesitating issues? (self.Dodge),justcallmejedi,2,comment
72,16 challenger (self.Dodge),XBL_CNC,1,1
73,2017 Charger R/T - Muffler and Intake Options (self.Dodge),Rhawn,6,10
74,'93 Magnum (Auto) Swap to NP435 (self.Dodge),PoroSnaxxx,8,3
75,2000 Dodge Durango 4.7 SLT problem. (self.Dodge),WindowsWizard69,9,7
76,2014 Charger R/T feels different after addressing powertrain management recall (self.Dodge),CMDR_Visla,7,5
77,How should I mod my new Ram? (self.Dodge),ExactSavings,1,1
78,Bought a 2018 F8 green Charger SXT Blacktop Edition (self.Dodge),AngelSachiel,2,1
79,State Auto Auctions? Trustworthy? Used '17 Daytona 392 (self.Dodge),English_American,2,9
80,Newbie headlight questions (self.Dodge),HockeyFan_37,4,7
81,1st gen Durango’s (self.Dodge),phantomscout382,2,13
82,Everyone repast after me: (self.Dodge),ToLeadYouAstray,0,7
83,2016 Dodge Dart SXT Sport (self.Dodge),BlindWitnessInside,3,8
84,'06 Charger R/T issues (self.Dodge),Heckin_good_time,5,8
85,Possible to change Dodge Charger 2018 GT hood? (self.Dodge),thunderstruck653,4,14
86,17’ journey se 16’ Durango wheel swap (self.Dodge),skatersarehaters,1,comment
87,My 4 Yr old throws shade on my 08 Charger R/T (self.Dodge),Assault_Chicken,27,8
88,05 Neon srt 4 not starting (self.Dodge),AutisticCatgirl,3,2
89,Having trouble with ipod on 2018 Challenger (self.Dodge),Hammettf2b,5,8
90,2010 Grand Caravan changing rear wheel hub assembly (self.Dodge),21Tater50,3,comment
91,2019 Challenger AWD? (self.Dodge),TemporaryControl,2,3
92,[survey] Dodge Modifications (dodge owners) (self.Dodge),siptherapper,4,3
93,2014 Dodge Grand Caravan SE 30th Anniversary: the lever to recline the driver’s seat keeps falling off! (self.Dodge),tenforty82,2,comment
94,Inherited a 1990 Dodge Dakota (self.Dodge),astoutforallseasons,2,2
95,"Everyone keeps complaining about Chrysler cars being supremely bad, but my experience has been much better with Dodge than a Chevy or a Cadillac. So is it just that Dodge improved the quality in the last few years and other dropped? (self.Dodge)",Madaboutwipes,22,38
96,Can anyone help with my husband's cranking/starting issue on his 1999 Dodge Ram 1500? (self.Dodge),LandShark93,1,3
97,Dodge Journey RT takes 225/55 R19 tires. Would like to change the size! (self.Dodge),wifeypoo89,1,3
98,Any guesstimate when you can go to dodges website and build a 2019 Challenger? (self.Dodge),Eyehopeuchoke,3,4
99,Is the T/A going to be available for 2019? Havent heard anything about it. (self.Dodge),ArCn_Hulk,1,1
100,SRT4 for sale (self.Dodge),socosteve,1,comment
101,"Thinking of getting a Charger v6, but keep hearing of hate towards them (self.Dodge)",AngelSachiel,6,12
102,The yellow bumper guards .. (self.Dodge),i_hate_robo_calls,6,17
103,need help deciding (self.Dodge),bestmaceu,2,11
104,Durango Citadel roof rack cross bars SNAPPED off? (self.Dodge),Nitro187,1,2
105,Unusual to have a 1987 Dodge Daytona with low miles? (self.Dodge),HobbesClone,1,5
106,Help: Code p0602 (self.Dodge),lindaslife,2,comment
107,2016 Dodge GC driver's side sliding door stuck in locked position (self.Dodge),disgruntled_upvoter,2,comment
108,Avenger - Everstart Maxx battery (self.Dodge),A_thombomb,1,comment
109,2017 Charger Scat Pack WEAK AC? (self.Dodge),JochenHeiden,0,4
110,Shitty AC in 2012 Charger (self.Dodge),Tomefy,1,comment
111,Challenger question - automatic vs manual (self.Dodge),jawillia2,0,7
112,Considering wrapping a Charger in Hell’s armpit AKA Phoenix AZ (self.Dodge),AngelSachiel,1,1
113,Grand Caravan 2010 doorlock issues (self.Dodge),SteaksAreReal,2,8
114,HELP! 2001 Dodge Dakota 4WD burning through front axle (self.Dodge),BipolarBearJew54,2,comment
115,Is this Ram a quad cab or crew cab? (self.Dodge),kittenrevenge,1,10
116,Hellcat owners here? (self.Dodge),Vibrant801,21,22
117,Where do you keep your phone? (self.Dodge),jaguarphd,1,6
118,2014 Charger RT Maintenance Question (self.Dodge),Madaboutwipes,5,4
119,396 Stroker Engine (self.Dodge),396WAGN,3,5
120,03 grand caravan immobilizer bypass. (self.Dodge),Kermitheranger,1,1
121,Ram 1500 remote start (self.Dodge),Ba3boos87,1,2
122,2011 vs 2018 Journey (self.Dodge),[deleted],2,7
123,When can we buy 2019 Challengers? (self.Dodge),Ronin_Black,8,9
124,2017/2018 Dodge Charger Hellcat Purchase (self.Dodge),FutureCPA23,0,11
125,"""Making Porsche dial 911"" - Dodge Stealth billboard (self.Dodge)",UntakenUsername48753,1,comment
126,Does anyone have any good iPhone X wallpapers for challengers? (self.Dodge),-ih8cats-,0,comment
127,2015 Journey will only see some of my music on SD card (self.Dodge),Wraith8888,1,1
128,[Help] 1992 D350 (self.Dodge),ToxicEnderman00,1,comment
129,SRT-4 stock turbo question (self.Dodge),cireal,1,9
130,13' Dart GT No Reverse (self.Dodge),Holo_93,2,1
131,Cruise control recall. (self.Dodge),servo1056,3,2
132,2013 Dodge Dart ac (self.Dodge),Mrsjones813,1,comment
133,Part 1 (self.Dodge),ReaperTrihexa6969,0,comment
134,What head studs do I need? (self.Dodge),ArmorGyarados,5,1
135,2005 Dodge Neon Help (self.Dodge),xRavenwake,1,2
136,My New Daily Project (self.Dodge),AutisticCatgirl,5,1
137,Stereo in the 2017 vs 2018 Challenger GT? (self.Dodge),bristow84,6,6
138,Replacement headphones for the entertainment system? (self.Dodge),Ks_Chap,1,comment
139,Can a 2015 charger hellcat key fob work on a 2012 charger sxt? (self.Dodge),DatNinjaLion,1,8
140,Is a Challenger a good first car? (self.Dodge),Yolphus,8,20
141,1995 Dodge Ram Van 2500 V8 (self.Dodge),automatic_breathing,5,3
142,Need help deciding (self.Dodge),brandonyankees1,1,21
143,Thinking of buying a used 2005 dakota SLT 4.7 (self.Dodge),deejizzle,2,1
144,A couple newbie questions about my 2016 Dodge Dart SE (self.Dodge),100indecisions,3,comment
145,2014 Challenger SXT lights (self.Dodge),MagicalBools,2,1
146,Anyone here daily drive their Hellcat? (self.Dodge),akaneel,2,6
147,Oil light and stalling on 2010 Challenger RT. Anyone experience this before? (self.Dodge),marino1310,2,2
148,Seeking help with clutch. (self.Dodge),landob,1,4
149,What kind of rims should I buy for my 2009 challenger? (self.Dodge),NathanielBHart,6,28
150,Need help finding lowering kit (self.Dodge),Purple_Git,2,7
151,Challenger coolant smell (self.Dodge),Killsproductivity,1,2
152,Trans swap (self.Dodge),NJScreenwriter,1,2
153,O2 Sensor Activation? (self.Dodge),Rockguykev,1,4
154,2014 hemi advice (self.Dodge),Bsd0323,1,3
155,Mickey Thompson wheel & tire set up (self.Dodge),kinglani,2,comment
156,01 durango light bar mounts (self.Dodge),WTC541,1,comment
157,Adding tow mirrors to a Durango (self.Dodge),skimmer,1,4
158,Looking for some chrome letters to replace my Journey badge (self.Dodge),DasJuden63,3,2
159,2017 Dodge Charger RT: Site for aftermarket backup camera parts and backup sensors that both work with the stock head unit? (self.Dodge),LadySniper,2,3
160,"Used rims, is this repair okay? (self.Dodge)",snogle,2,2
161,Some input needed (self.Dodge),Imhereforthefilth,1,comment
162,'ve seen this beauty tday (self.Dodge),Blady1,2,comment
163,Few pics of my Rebel HID retro!!! (self.Dodge),pierced_hammer,0,comment
164,Mopar/Cummins Server (self.Dodge),Cummins_Mopar,5,comment
165,"DODGE V10 3500 ""OIL PUMP"" PROBLEM? (self.Dodge)",zbadem73,2,2
166,Dodge Challenger Australian Release (self.Dodge),BJ1983,7,5
167,Can 2014 Dodge Dart Uconnect update to include navigation? (self.Dodge),PM_ME_PAMPERS,4,3
168,2003 Dodge Stratus Rear drum removal (self.Dodge),Yinose,1,comment
169,Best way to clean a USED radiator? (self.Dodge),[deleted],1,1
170,Questions / Help regarding purchasing a Charger (self.Dodge),Plastic_sporkz,14,8
171,Infotainment Upgrade Dodge Charger 2014SE (self.Dodge),Kottugumada,3,1
172,Do Hellcats have the same cylinder deactivation other Chargers/Challengers have? (self.Dodge),[deleted],8,16
173,Any Love For The Hellcat? (self.Dodge),MoDaGreat,2,3
174,Question about a loose seat back (self.Dodge),Macragg,1,comment
175,Why is it so hard to find parts? (self.Dodge),[deleted],7,2
176,http://money.cnn.com/2018/05/25/autos/fca-recall-cruise-control/index.html (self.Dodge),magoots2,1,1
177,2015 Charger r/t vs 2018 Durango r/t AWD. Need opinions. (self.Dodge),wellhello0,6,comment
178,Anyone have an older Dodge pickup who can help me determine the value of my truck? (self.Dodge),SuperFlaccid,4,2
179,2013 Grand Caravan seat question (self.Dodge),rezin44,3,1
180,Price of super charging/ Turbo charging a Scat Pack Charger 2018 (self.Dodge),F0rg0tten_S0ul,3,5
181,Challenger (self.Dodge),XBL_CNC,1,1
182,Charger SRT8 Questions (self.Dodge),BlazeMPH,5,21
183,"Idk if this is the place to ask, but I just bought a 2014 Dodge Journey, and I’m wondering if it has Bluetooth, and if so how do I connect it? I haven’t figured it out yet, and also how do I get Sirius radio on it? (self.Dodge)",kris_5740,3,6
184,How can I tell a Hellcat and Demon apart from other Challengers? (self.Dodge),captainrex522,1,8
185,BATTERY SAVER MODE (self.Dodge),Madaboutwipes,2,11
186,Windshield wipers are not working (2012 Dodge Challenger) (self.Dodge),Ottermatic,8,15
187,Speakers for new 2018 scat pack charger (self.Dodge),F0rg0tten_S0ul,5,8
188,Difference between 5.7 in 2010 RT and 2012 RT? (self.Dodge),10RndsDown,3,10
189,Question about a '17 Journey SXT (self.Dodge),DasJuden63,2,comment
190,Help me find some wheels please! (self.Dodge),aclemens24,2,9
191,First time buyer (self.Dodge),Valgaur,1,1
192,anti theft code (self.Dodge),Jviper6000,1,comment
193,Buying first Charger (self.Dodge),F0rg0tten_S0ul,4,10
194,Father's day gift ideas (self.Dodge),asxceart,3,6
195,Remap Steering Wheel Audio Control Buttons (self.Dodge),clownfused,1,comment
196,What’s it like you daily a Challenger scat pack. 392? (self.Dodge),jmoney6,3,6
197,New 2019 challenger hood (self.Dodge),xsnoopie,2,2
198,Looking for help with a '85 Dodge W150 (self.Dodge),TheGleanerBaldwin,3,2
199,Should I get a 3.5 charger as my first car? (self.Dodge),leonard230,2,1
200,Dodge Charger Police? (self.Dodge),necrosapien87,3,3
201,Girlfriend's Journey won't start (self.Dodge),baby-in-the-humidor,2,4
202,16 Charger 3.6 oil filter (self.Dodge),Krattiger123,3,9
203,Looking into buying a Dodge Charger lux with 95000 miles on it. Looks clean and it’s 5 grand. I see mixed reviews online and would like someone to help me with this decision. (self.Dodge),Jaspeey76,1,1
204,Dash protection (self.Dodge),Spinaleggz,1,comment
205,2018 Journey Bluetooth help (self.Dodge),InfinityInkman,1,6
206,Should I buy a 2009 Dodge Charger 2.7L V6? (self.Dodge),SamSK2323,1,12
207,Dodge Charger 06 RT (self.Dodge),Tyler_pergola,2,3
208,2013 Caravan rt rear brake issue (self.Dodge),UsedandAbused84,1,6
209,Electrical gremlins (self.Dodge),Madaboutwipes,6,4
210,"‘02 Durango won’t start, electrical problem most likely (self.Dodge)",Drag0nV3n0m231,10,20
211,How do I find out what kind of car stereo will fit in my 2007 dodge caravan? (self.Dodge),[deleted],3,3
212,Dodge Hellcat Advice (self.Dodge),osobot,3,5
213,"Just bought a 2008 Dodge Avenger, Dash backlight doesn't function. (self.Dodge)",F7U12345678910,2,comment
214,2018 Durango R/T Dashboard Mats? (self.Dodge),mugencris1,8,1
215,2015 Journey damaged splash guard (self.Dodge),Rusty19_91,7,6
216,I've lost the key fob to my 2013 Challenger R/T. What're my options? (self.Dodge),Bluios,1,5
217,Any common problems on the 2015 Charger R/T? (self.Dodge),dak6,5,4
218,temperature problem 94 dodge shadow. (self.Dodge),[deleted],8,8
219,A/c clutch won't engage (self.Dodge),buck_webb,5,7
220,Challenger SRT8 (2013) exhaust (self.Dodge),MJE7,3,6
221,Millennium Muscle Car Ep. 2 : Return of the HEMI (self.Dodge),noliebro,4,comment
222,What other parts should I replace with Camshafts? (self.Dodge),sammyd789,4,6
223,Anyone else realized Dodge now has a monopoly? (self.Dodge),JonSolo1,37,35
224,So what's your Mopar history? (self.Dodge),cplcarlman,9,17
225,Irritated at Napa (self.Dodge),xxshotsyxx,0,comment
226,2005 Dodge Neon wont start when hot (self.Dodge),xRavenwake,6,13
227,Questions for manual owners (self.Dodge),landob,9,7
228,Unconnect and bluetooth (self.Dodge),techfreakdad,5,1
229,Dodge d100 belt cover (self.Dodge),Spinaleggz,5,2
230,2010 Charger - weird whining when decelerating (self.Dodge),eyevandy,9,4
231,2016 Dodge Challenger RT Scat Pack - 2 year thoughts. (self.Dodge),The_Urban_Core,48,42
232,What year charger r/t do you consider the best 15-16-17-18? (self.Dodge),MERICAYEA,6,2
233,Trim levels (self.Dodge),XPM_ME_UR_NUDES_PLZX,0,1
234,Dodge rubber piece (self.Dodge),cooperthekid,1,comment
235,Thinking about buying a used Challenger (self.Dodge),swatboss,2,3
236,Opinion on the 1998 to 2003 Dodge Durango? (self.Dodge),amazing2019,6,1
237,2016 Dodge Charger Wont Start (self.Dodge),Embrat36,5,5
238,2006 Dodge Durango issue (self.Dodge),necrosapien87,2,5
239,Dodge Dart (self.Dodge),ZOULover39,3,4
240,Dodge Charger window issue (self.Dodge),cooperthekid,2,1
241,Dodge Grand Caravan Blown Head Gasket (self.Dodge),TheReal39dk,2,4
242,Where can I order genuine OEM rims for my Challenger? (self.Dodge),Abdico,4,5
243,Plum Crazy Paint Cost Estimate (self.Dodge),1998KawasakiHentai,5,comment
244,Is a 2015 Charger Sxt Rallye consider a sports car to progressive auto insurance (self.Dodge),MERICAYEA,3,4
245,Looking for some decent incentives on 2018 Durango (self.Dodge),r-Sam,8,7
246,Whining sound when foot off accelerator (self.Dodge),bkal5,1,13
247,Oil for 2014 Dodge Grand Caravan SE 30th Anniversary: Synthetic or Conventional? (self.Dodge),BruxellesBlonde,2,8
248,Brake Calipers (self.Dodge),username_iscopied,6,2
249,SRT4 (self.Dodge),socosteve,2,1
250,Front splitter and side skirts (self.Dodge),syrupa,13,comment
251,Need some advice (self.Dodge),mechengineer89,4,10
252,Plum Crazy Availability? (self.Dodge),super_dreadnought,7,10
253,201k miles SRT8 Magnum $7k good deal? (self.Dodge),Mercer_Keel,3,19
254,2013 Avenger Rims question... (self.Dodge),gapespees,3,1
255,Where can I get some replacement seats? (self.Dodge),MoJoNoNo,3,1
256,Check Engine Light and Oil Change Notification 2011 Dodge Avenger (self.Dodge),SheriffWarden,1,6
257,HELP: Aftermarket Radio is draining Battery (2014 Dodge Avenger) (self.Dodge),BigDeddie,2,2
258,First time driving a Charger R/T... wow (self.Dodge),OVOYorge,26,27
259,Help; 3.6L Engine VVT and Nag1 Tranny Shifts (self.Dodge),CaptainChrisNova,5,5
260,2003 Dodge Ram 1500 Dashboard issues. (self.Dodge),mardon_uz,1,4
261,"Does anyone have any good videos, or info on the 380hp 360/5.9 magnum crate engine? (self.Dodge)",mynameisalso,8,comment
262,New to owning a 2006 Dodge Charger (self.Dodge),Heckin_good_time,6,5
263,Can I use the aluminum Headers off of a 1998 Plymouth Neon on a 2005 SX 2.0 (Canadian badged Neon) (self.Dodge),PhunnyBone,1,comment
264,Paint bubbling on aluminum hood - 2013 Dart (self.Dodge),ttoteno,4,8
265,How Do Y'All Feel about Dorman for Harmonic Balancer? - 2007 Dodge Charger 2.7L A/T (self.Dodge),E580BAEDA44A,2,2
266,2006 Dodge Charger stereo replacement (self.Dodge),06ChargerRT,2,2
267,07 Dodge Nitro rolling on reverse. (self.Dodge),7thTerrestrial,10,11
268,Should I lower my Challenger R/T? (self.Dodge),-ih8cats-,6,8
269,the 2dr Charger that Dodge should have made (self.Dodge),EC_CO,16,17
270,"Help! Confused, Durango SRT, Durango RT or Jeep GC SRT? (self.Dodge)",bry03cobra,6,14
271,Help (self.Dodge),Saledato,4,2
272,Where would I check on my 06 diesel ram 2500 for towing lights not working? (self.Dodge),MoJoNoNo,9,6
273,01 Durango R/T transfer case chain stretched out. Any way to take a few links out it? (self.Dodge),daddaman1,5,7
274,2015 Dodge Charger SE (self.Dodge),TheManShark,2,6
275,Adding options (self.Dodge),XBL_CNC,2,comment
276,I'm car illiterate and need help. (self.Dodge),Teach_me_how_2_danny,2,2
277,Does anyone know the volumetric efficiency of the 3.6 2014 Grand Caravan engine? (self.Dodge),TurboSexophonic,4,2
278,So I got paid with a 5.9 R/T Durango. (self.Dodge),wetwilliewildo,15,7
279,2018 Charger Daytona / Uconnect Failure and subsequent concerns (self.Dodge),WIFIConnected,8,12
280,06 Dodge Charger styling inspired by sharks? (self.Dodge),Asaseeker,1,8
281,$400 for Charger e-brake fix? (self.Dodge),Georami,9,4
282,2014 Grand Caravan radio silence. But aux and CD works. (self.Dodge),HeyItsDaft,11,9
283,2015 dodge dart sxt (self.Dodge),Floortwenty,12,4
284,5.7 hemi with lifter tick (self.Dodge),snogle,1,2
285,Need a rear end for my 99 Dakota (self.Dodge),Mainfrym,1,2
286,Would you wait out solo or bail out prior? (self.Dodge),Etheratus3k,4,comment
287,How to take my car in for warranty (self.Dodge),alvinabu,3,13
288,Uconnect 5.0 ra2 stuck on the dodge logo (self.Dodge),Jet018,8,1
289,"Just for fun, does anyone know of any record setting slant 6 engines/vehicles? Or any other interesting slant 6 stuff? (self.Dodge)",mynameisalso,5,4
290,Thoughts on buying a 2006 dodge ram (self.Dodge),startingnew12,2,9
291,Uconnect 8.4 Nav Software Update Error! (self.Dodge),ACEcaptainT,5,2
292,Cummins owners read (self.Dodge),HAAS110,0,3
293,Updating firmware using a USB drive (self.Dodge),TurboSexophonic,9,7
294,Loud exhale sound when I turn car off (self.Dodge),darksoulsnstuff,14,6
295,Any reason I shouldn't buy a Charger SXT? (self.Dodge),fjrnate,7,18
296,Changing from a Uconnect 430 to 430n (self.Dodge),TurboSexophonic,7,4
297,You have to use Mopar DEF or void your warranty? (self.Dodge),-Dys-,1,comment
298,Looking at buying a used Charger; have some questions (self.Dodge),ImmaculateReception,1,7
299,'07 Grand Caravan Stereo replacement help (self.Dodge),Hockeyhead777,1,9
300,Jerking when coming to a stop.. (self.Dodge),knoxpo11,1,2
301,Is there any differences between the 2018 Scatpack and the 2018 Daytona 392? (self.Dodge),TheFuschiaIsNow,3,13
302,New Here. Looking for Good Quality replacement Mats ( 2016 Durango R/T ) (self.Dodge),swrdfish,6,10
303,Can I keep the lighter socket powered when truck is off? (self.Dodge),Saltwaterman,4,7
304,Stuck sliding door (self.Dodge),Sabrvlc,7,comment
305,2003 Dodge Stratus SXT headlight issue (self.Dodge),youngrob0t17,3,comment
306,Can I use a USB Bluetooth dongle to interface with Uconnect? (self.Dodge),[deleted],3,2
307,Three digit code on Uconnect radio? (self.Dodge),illmaticStillmatic,2,2
308,Need answers about the dodge charger 2015 sxt! (self.Dodge),Eyour,1,7
309,What year Caravan is most reliable? (self.Dodge),TurboSexophonic,2,8
310,Subs for a 07 Charger R/T (self.Dodge),tcol98,3,6
311,Does anyone have a high mileage SRT or R/T? (self.Dodge),TheFuschiaIsNow,5,5
312,Uconnect 8.4N alternatives? (self.Dodge),beau0628,6,5
313,Cylinder numbers 2015 6.4 L Challenger? (self.Dodge),MrTaylors,2,comment
314,Recommendations on Charger in place of SUV (self.Dodge),linuxrulesusa,3,4
315,Considering replacing FWD car with Dodge Charger GT AWD. Thoughts? (self.Dodge),jdrch,15,30
316,"This would be my first car, my stepdad doesn’t like dodge, but for its price it seems pretty good since it has low miles. What do you guys think? (self.Dodge)",zjbackus,13,10
317,Since you guys liked the SRT so much here’s a full write up on it! (self.Dodge),Titleist955,5,19
318,Is the challenger SRT8 for me? (self.Dodge),caseyfrazanimations,5,3
319,First Time Buying Exhaust (self.Dodge),NayvadiusWilburn,4,3
320,Factory tint % on Dodge Journey? (self.Dodge),keyser1884,3,1
321,Looking for help - Adjusting HID Headlights - 2015 Durango R/T (self.Dodge),shinju,3,1
322,Durango Reliability (self.Dodge),TULO397,2,3
323,2017 Durango USB won't read all files on flash drive (self.Dodge),goddesshetfield,11,3
324,Charger trim and packages question. Help! (self.Dodge),KCbizzy,8,1
325,Need help finding a bolt thread (self.Dodge),rlarner1,2,comment
326,Can’t decide on new truck (self.Dodge),LilindianNCO,3,2
327,15’ Dodge Charger steering wheel controls being fucky (self.Dodge),Akula_SC2,8,5
328,2014 v6 Charger cylinder 5 misfire (self.Dodge),TOC437,2,15
329,"Dodge ram - Check gages light, low oil pressure when throttle released (self.Dodge)",ArawakFC,2,3
330,2013 Dodge Dart | Help Request | Battery Terminal (self.Dodge),TKSnap,2,comment
331,Technical questions about chrysler/dodge 1.4L engine turbocharger (self.Dodge),Nya7,2,2
332,Dodge WIFI Hotspot (self.Dodge),NayvadiusWilburn,6,7
333,That feel (self.Dodge),lightinthedark1111,8,4
334,2006 Dodge Stratus (self.Dodge),wpen,2,2
335,Uconnect Issues with Text & Phone - 2016 Dodge Charger/ LG G6 (self.Dodge),CaraMiaFire,8,3
336,Confusing light 03 Dodge Grand Caravan (self.Dodge),Kermitheranger,2,4
337,Is there a Dodge SUV bases on the Ram 1500? (self.Dodge),TheCrankyBear,15,10
338,Challenger R/T manual or automatic? Why or why not? (self.Dodge),-ih8cats-,4,18
339,Looking at purchasing a 2002 Dodge Dakota Club Cab (self.Dodge),Andy328,10,6
340,Wire harness for '79 Dodge D100 got fried because someone messed with my alternator (self.Dodge),SuperFlaccid,11,4
341,Uconnect/Here maps navigation update screwed up my software (self.Dodge),Shhnobodycares,2,2
342,"Used 98-03 durangos, what to look for? (self.Dodge)",Nothxm8,7,4
343,Dyno test results for 5.7 hemi stock and minor upgrades (self.Dodge),Man__Whale,14,20
344,Purchasing a used 300/Charger/Magnum - Advice needed! (self.Dodge),scooterodell,7,16
345,Rebates after buying a new car (self.Dodge),OsaKiii,6,2
346,2004 Dodge Durango overheating while idle (self.Dodge),speedco,1,9
347,1997 Dakota 5.2 Magnum misfiring (self.Dodge),Neon_Orange_,7,4
348,"Transmission complete failure at 115000 miles on a Dodge Dart 2013 1.4L Turbo, what do. (self.Dodge)",AyleiDaedra,3,9
349,"2007 Caliber: replaced throttle body, now car turns over but won't start. (self.Dodge)",octosquink,1,2
350,Turbo for a charger? (self.Dodge),beau0628,3,46
351,6-Piston vs 4-piston Front Brake difference (self.Dodge),rangman3,8,9
